Node_type,ID,Description,Label,Reference_Count,First_Apperance,Last_Apperance,Confidence,_context
PERSON,PER_ELDAMAR,[N/A],Eldamar,39,"Book 2, Chapter 1","Book 3, Chapter 11",0.9,"shores that drowned before the Days began, until he heard on strands of pearl when ends the world the music long, where ever foaming billows roll the yellow gold and jewels wan. He saw the Mountain silent rise where twilight lies upon the knees of Valinor, and Eldamar beheld afar"
LOCATION,LOC_TIRION,[N/A],Tirion,12,"Book 2, Chapter 1","Book 3, Chapter 11",0.81,"Valinor, and Eldamar beheld afar beyond the seas. A wanderer escaped from night to haven white he came at last, to Elvenhome the green and fair where keen the air, where pale as glass beneath the Hill of Ilmarin a-glimmer in a valley sheer the lamplit towers of Tirion are"
LOCATION,LOC_SHADOWMERE,[N/A],Shadowmere,10,"Book 2, Chapter 1","Book 2, Chapter 1",0.62,"beyond the seas. A wanderer escaped from night to haven white he came at last, to Elvenhome the green and fair where keen the air, where pale as glass beneath the Hill of Ilmarin a-glimmer in a valley sheer the lamplit towers of Tirion are mirrored on the Shadowmere. He"
PERSON,PER_THEELDER_KING,[N/A],Theelder King,10,"Book 2, Chapter 1","Book 2, Chapter 1",0.56,"told, and harps of gold they brought to him. They clothed him then in elven-white, and seven lights before him sent, as through the Calacirian to hidden land forlorn he went. He came unto the timeless halls where shining fall the countless years, and endless reigns theElder King in Ilmarin"
LOCATION,LOC_EVEREVEN,[N/A],Evereven,10,"Book 2, Chapter 1","Book 2, Chapter 1",0.78,"as lantern light and banner bright with living flame to gleam thereon by Elbereth herself was set, who thither came and wings immortal made for him, and laid on him undying doom, to sail the shoreless skies and come behind the Sun and light of Moon. From Evereven's lofty hills"
LOCATION,LOC_HITHER_SHORES,[N/A],Hither Shores,12,"Book 2, Chapter 1","Book 2, Chapter 8",0.73,"run. And over Middle-earth he passed and heard at last the weeping sore of women and of elven-maids in Elder Days, in years of yore. gut on him mighty doom was laid, till Moon should fade, an orbéd star to pass, and tarry never more on Hither Shores where mortals"
PERSON,PER_LINDIR,[N/A],Lindir,30,"Book 2, Chapter 1","Book 2, Chapter 1",0.66,"Flammifer of Westernesse. The chanting ceased. Frodo opened his eyes and saw that Bilbo was seated on his stool in a circle of listeners, who were smiling and applauding. `Now we had better have it again,' said an Elf. Bilbo got up and bowed. `I am flattered, Lindir,' he said."
ORGANIZATION,ORG_MORTALS,[N/A],Mortals,3,"Book 2, Chapter 1","Book 6, Chapter 4",0.55,"doubt appear different,' laughed Lindir. `Or to shepherds. But Mortals have not been our study. We have other business.' 'I won't argue with you,' said Bilbo. 'I am sleepy after so much music and singing. I'll leave you to guess, if you want to.' He got up and came towards"
PERSON,PER_FANUILOS,[N/A],Fanuilos,10,"Book 2, Chapter 1","Book 4, Chapter 10",0.55,"delight in Bilbo's company Frodo felt a tug of regret as they passed out of the Hall of Fire. Even as they stepped over the threshold a single clear voice rose in song. A Elbereth Gilthoniel, silivren penna míriel o menel aglar elenath! Na-chaered palan-díriel o galadhremmin ennorath, Fanuilos, le"
PERSON,PER_ERESTOR,[N/A],Erestor,60,"Book 2, Chapter 2","Book 6, Chapter 5",0.72,"have ever come hither through greater peril or on an errand more urgent.' He then pointed out and named those whom Frodo had not met before. There was a younger dwarf at Glóin's side: his son Gimli. Beside Glorfindel there were several other counsellors of Elrond's household, of whom Erestor"
PERSON,PER_BALDOR_THE_HAPLESS,[N/A],Baldor The Hapless,126,"Book 2, Chapter 2","Book 6, Chapter 6",0.91,"snow, and she bore a filled cup to Ã‰omer. Then a minstrel and loremaster stood up and named all the names of the Lords of the Mark in their order: Eorl the Young; and Brego builder of the Hall; and Aldor brother of Baldor the hapless; and FrÃ©a, and FrÃ©awine,"
PERSON,PER_CÍRDAN_THE_SHIPWRIGHT,[N/A],Círdan The Shipwright,33,"Book 2, Chapter 2","Book 6, Chapter 9",0.85,"before. There was a younger dwarf at Glóin's side: his son Gimli. Beside Glorfindel there were several other counsellors of Elrond's household, of whom Erestor was the chief; and with him was Galdor, an Elf from the Grey Havens who had come on an errand from Círdan the Shipwright. There"
PERSON,PER_THRANDUIL,[N/A],Thranduil,31,"Book 2, Chapter 2","Book 2, Chapter 7",0.91,"Elrond's household, of whom Erestor was the chief; and with him was Galdor, an Elf from the Grey Havens who had come on an errand from Círdan the Shipwright. There was also a strange Elf clad in green and brown, Legolas, a messenger from his father, Thranduil, the King of"
LOCATION,LOC_KHAZAD-DÃ»M,[N/A],Khazad-Dã»M,67,"Book 2, Chapter 2","Book 3, Chapter 8",0.68,"so we could work, and as the years went by, we should open up new ways, and display far chambers that are still dark, glimpsed only as a void beyond fissures in the rock. And lights, Legolas! We should make lights, such lamps as once shone in Khazad-dÃ»m; and when"
PERSON,PER_DURIN,[N/A],Durin,178,"Book 2, Chapter 2","Book 5, Chapter 9",0.72,"our own tongue Khazad-dûm; and they declared that now at last we had the power and numbers to return.' Glóin sighed. `Moria! Moria! Wonder of the Northern world! Too deep we delved there, and woke the nameless fear. Long have its vast mansions lain empty since the children of Durin"
PERSON,PER_THE_WINGED_MESSENGER,[N/A],The Winged Messenger,52,"Book 2, Chapter 2","Book 5, Chapter 10",0.73,slew and burned all upon the field of battle; but he does not know whether the Orcs were bringing any prisoners or not. And he does not know of the quarrel between his servants and the Orcs of Mordor; nor does he know of the Winged Messenger.' 'The Winged Messenger!'
PERSON,PER_THIEF,[N/A],Thief,10,"Book 2, Chapter 2","Book 6, Chapter 6",0.58,"and an earnest of your good will. Find it, and three rings that the Dwarf sires possessed of old shall be returned to you, and the realm of Moria shall be yours for ever. Find only news of the thief, whether he still lives and where, and you shall have"
PERSON,PER_CELEBRIMBOR_OF_HOLLIN,[N/A],Celebrimbor Of Hollin,24,"Book 2, Chapter 2","Book 2, Chapter 4",0.8,"they do not say anything of importance to us. They say only: _The Doors of Durin, Lord of Moria. Speak, friend, and enter_. And underneath small and faint is written: _I, Narvi, made them. Celebrimbor of Hollin drew these signs._' `What does it mean by _speak, friend, and enter_?' asked"
LOCATION,LOC_ARNOR,[N/A],Arnor,37,"Book 2, Chapter 2","Book 5, Chapter 8",0.8,"glory and its fall, and the return of the Kings of Men to Middle-earth out of the deeps of the Sea, borne upon the wings of storm. Then Elendil the Tall and his mighty sons, Isildur and Anárion, became great lords; and the North-realm they made in Arnor, and the"
LOCATION,LOC_BELERIAND,[N/A],Beleriand,15,"Book 2, Chapter 2","Book 4, Chapter 9",0.56,"the hosts of Gil-galad and Elendil were mustered in Arnor. Thereupon Elrond paused a while and sighed. `I remember well the splendour of their banners,' he said. `It recalled to me the glory of the Elder Days and the hosts of Beleriand, so many great princes and captains were assembled."
LOCATION,LOC_THANGORODRIM,[N/A],Thangorodrim,20,"Book 2, Chapter 2","Book 4, Chapter 8",0.73,"and sighed. `I remember well the splendour of their banners,' he said. `It recalled to me the glory of the Elder Days and the hosts of Beleriand, so many great princes and captains were assembled. And yet not so many, nor so fair, as when Thangorodrim was broken, and the"
LOCATION,LOC_GONDOLIN,[N/A],Gondolin,30,"Book 2, Chapter 2","Book 2, Chapter 7",0.88,"I thought,' he stammered as Elrond turned towards him, 'I thought that the fall of Gil-galad was a long age ago.' 'So it was indeed,' answered Elrond gravely. `But my memory reaches back even to the Elder Days. Eärendil was my sire, who was born in Gondolin before its fall;"
LOCATION,LOC_DORIATH,[N/A],Doriath,18,"Book 2, Chapter 2","Book 4, Chapter 9",0.77,"Gil-galad was a long age ago.' 'So it was indeed,' answered Elrond gravely. `But my memory reaches back even to the Elder Days. Eärendil was my sire, who was born in Gondolin before its fall; and my mother was Elwing, daughter of Dior, son of Lúthien of Doriath. I have"
PERSON,PER_AIGLOS,[N/A],Aiglos,10,"Book 2, Chapter 2","Book 2, Chapter 2",0.69,"many defeats, and many fruitless victories. `I was the herald of Gil-galad and marched with his host. I was at the Battle of Dagorlad before the Black Gate of Mordor, where we had the mastery: for the Spear of Gil-galad and the Sword of Elendil, Aiglos and Narsil, none could"
PERSON,PER_NARSIL,[N/A],Narsil,31,"Book 2, Chapter 2","Book 5, Chapter 6",0.69,"many defeats, and many fruitless victories. `I was the herald of Gil-galad and marched with his host. I was at the Battle of Dagorlad before the Black Gate of Mordor, where we had the mastery: for the Spear of Gil-galad and the Sword of Elendil, Aiglos and Narsil, none could"
PERSON,PER_OHTAR,[N/A],Ohtar,10,"Book 2, Chapter 2","Book 2, Chapter 2",0.87,"the North did these tidings come, and only to a few. Small wonder it is that you have not heard them, Boromir. From the ruin of the Gladden Fields, where Isildur perished, three men only came ever back over the mountains after long wandering. One of these was Ohtar, the"
LOCATION,LOC_ANNÚMINAS,[N/A],Annúminas,10,"Book 2, Chapter 2","Book 2, Chapter 2",0.71,"two kindreds are estranged. And ever since that day the race of Númenor has decayed, and the span of their years has lessened. 'In the North after the war and the slaughter of the Gladden Fields the Men of Westernesse were diminished, and their city of Annúminas beside Lake Evendim"
LOCATION,LOC_FORNOST_ERAIN,[N/A],Fornost Erain,25,"Book 2, Chapter 2","Book 6, Chapter 7",0.84,"looking even more dubious. 'That's haunted land, they say. None but a robber would go there.' 'The Rangers go there,' said Gandalf. 'Deadmen's Dike, you say. So it has been called for long years; but its right name, Barliman, is Fornost Erain, Norbury of the Kings. And the King will"
LOCATION,LOC_ERESSËA,[N/A],Eressëa,10,"Book 2, Chapter 2","Book 2, Chapter 2",0.68,"feet of the White Mountains Minas Anor they made, Tower of the Setting Sun. There in the courts of the King grew a white tree, from the seed of that tree which Isildur brought over the deep waters, and the seed of that tree before came from Eressëa, and before"
ORGANIZATION,ORG_NÚMENOREANS,[N/A],Númenoreans,10,"Book 2, Chapter 2","Book 2, Chapter 2",0.59,"came from Eressëa, and before that out of the Uttermost West in the Day before days when the world was young. `But in the wearing of the swift years of Middle-earth the line of Meneldil son of Anárion failed, and the Tree withered, and the blood of the Númenoreans became"
PERSON,PER_FÃ«ANOR,[N/A],Fã«Anor,12,"Book 2, Chapter 2","Book 3, Chapter 11",0.68,"_palantÃ­ri_ came from beyond Westernesse from Eldamar. The Noldor made them. FÃ«anor himself, maybe, wrought them, in days so long ago that the time cannot be measured in years. But there is nothing that Sauron cannot turn to evil uses. Alas for Saruman! It was his downfall, as I now"
LOCATION,LOC_MOUNT_MINDOLLUIN,[N/A],Mount Mindolluin,264,"Book 2, Chapter 2","Book 6, Chapter 6",0.86,"the hills: at Edoras, I hope. Sleep, if you can! You may see the first glimmer of dawn upon the golden roof of the house of Eorl. And in two days thence you shall see the purple shadow of Mount Mindolluin and the walls of the tower of Denethor white"
ORGANIZATION,ORG_THE_HARADRIM,[N/A],The Haradrim,68,"Book 2, Chapter 2","Book 5, Chapter 9",0.81,"the Haradrim are moving, and fear has fallen on all our coastlands, so that little help will come to us thence. Make haste! For it is before the walls of Minas Tirith that the doom of our time will be decided, and if the tide be not stemmed there, then"
PERSON,PER_MY_BROTHER,[N/A],My Brother,18,"Book 2, Chapter 2","Book 5, Chapter 2",0.74,"and fled. Only a remnant of our eastern force came back, destroying the last bridge that still stood amid the ruins of Osgiliath. 'I was in the company that held the bridge, until it was cast down behind us. Four only were saved by swimming: my brother and myself and"
LOCATION,LOC_IMLADRIS,[N/A],Imladris,89,"Book 2, Chapter 2","Book 5, Chapter 9",0.51,"once to me. 'In that dream I thought the eastern sky grew dark and there was a growing thunder, but in the West a pale light lingered, and out of it I heard a voice, remote but clear, crying: Seek for the Sword that was broken: In Imladris it dwells;"
ORGANIZATION,ORG_DÚNEDAIN,[N/A],Dúnedain,23,"Book 2, Chapter 2","Book 2, Chapter 2",0.57,"with Minas Tirith?' asked Boromir, looking in wonder at the lean face of the Ranger and his weather-stained cloak. `He is Aragorn son of Arathorn,' said Elrond; `and he is descended through many fathers from Isildur Elendil's son of Minas Ithil. He is the Chief of the Dúnedain in the"
PERSON,PER_FAIR_ITHIL,[N/A],Fair Ithil,10,"Book 2, Chapter 2","Book 4, Chapter 6",0.75,"for his master's ear alone as he thought: 'It's a fine view, no doubt, Mr. Frodo, but chilly to the heart, not to mention the bones! What's going on? ' Faramir heard and answered. `Moonset over Gondor. Fair Ithil as he goes from Middle-earth, glances upon the white locks of"
PERSON,PER_THE_NECROMANCER,[N/A],The Necromancer,6,"Book 2, Chapter 2","Book 2, Chapter 2",0.72,"until this year, this very summer, as it seems, did he learn the full truth. 'Some here will remember that many years ago I myself dared to pass the doors of the Necromancer in Dol Guldur, and secretly explored his ways, and found thus that our fears were true: he"
